Date_Collected,Obs,Pool_ID,Time_Collected,Institution,Silver_Tag,Length,Width,Depth_1,Depth_2,Depth_3,Depth_4,Depth_Avg,Lip_1,Lip_2,Lip_3,Lip_4,Lip_Avg,Surface_Area,Volume,EmgVeg,PCT_EmgVeg,SAV,PCT_SAV,Hydrilla,PCT_Hydrilla,Bottom_Type,Canopy,Fish_Visible,FishSpp,Dragonfly_Exuvia,Total_Richness,Simpson_Index,Shannon_Index,Chao_Estimate,Notes,Physid_Snail,Pleurocerid_Snail,Viviparid_Snail,Planorbid_Snail,Other_Snail,Asian_Clam,Pea_Clam,Leech,Worm,Flatworm,Nematode,Bloodworm,Mosquito,Other_Dipteran,Water_Scavenger_Beetle,Predacious_Diving_Beetle,Crawling_Water_Beetle,Whirligig_Beetle,Riffle_Beetle,Other_Beetle,Water_Boatman,Backswimmer,Water_Bug,Water_Strider,Skimmer_Dragonfly,Darner_Dragonfly,Other_Dragonfly,Caddisfly,Stonefly,Damselfly,Small_Squaregill_Mayfly,Small_Minnow_Mayfly,Other_Mayfly,Water_Mite,Spiders,Aquatic_Sow_Bug,Sideswimmer,Crayfish,Tadpoles,Fish,Other_Individuals,Other_SppID,duck,Treatment
2021-08-03,Bm,472,9:52,VCURESEARCH,NA,160,148,3,3,20,17,10.75,19,0,6,0,6.25,18598.2285,185982.285,1,20,0,0,0,0,ORGANIC,Partial,0,NA,0,13,0.68809516,1.71923733,5.66666667,Merged with several other pools,92,0,0,13,0,0,0,0,1,0,0,8,1,4,5,17,0,0,0,0,4,0,0,0,5,2,0,0,0,15,0,0,0,0,0,0,0,0,6,0,0,"1 An. 2 phantoms, , , , , , 1 phantom, ,",1,control 
2021-07-13,Bm,487,9:24,VCURESEARCH,NA,193,56,15,14,18,12,14.75,16,8,3,2,7.25,8488.583,118840.2,1,40,0,0,0,0,ROCK,Closed,0,NA,0,8,0.596751,1.247967,NA,NA,50,4,0,0,0,0,0,0,0,2,0,0,150,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,5,0,29,0,0,"3 An. 5 Cu., 1 An. 19 Cu.",1,duckweed
2021-08-03,MT,487,10:18,VCURESEARCH,NA,104,70,12,16,9,1.5,9.625,6,10,20,7.5,10.875,5717.69863,51459.2877,1,30,0,0,0,0,MUD,Closed,0,NA,0,6,0.48999459,1.06000159,13.8888889,,30,3,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,", , , , , , , , Only 2 mosquitoes. Both culex",1,duckweed
2021-07-13,Bm,489,9:42,VCURESEARCH,NA,41,40,7,4,3,6,5,2,5,8,5,5,1288.053,6440.265,1,80,0,0,0,0,MUD,Partial,0,NA,0,6,0.525185,1.06737,NA,NA,87,0,0,0,0,0,0,0,0,0,0,5,27,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5 Ae., 7 Ae., 5 Ae., 5 Ae., 2 Ae., 1 Ae., 2 Ae.",1,control 
2021-08-03,MT,489,8:44,VCURESEARCH,NA,62,52,6.5,5,2,5,4.625,14,11,8,3.5,9.125,2532.12368,10128.4947,1,70,0,0,0,0,MUD,Closed,0,NA,0,3,0.57111111,0.9517032,7.77777778,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,", , , , , , , ,",1,control 
2021-07-14,JTA,511,10:08,VCURESEARCH,NA,64,41,35,27,30,24,29,10,8,5,65,22,2060.885,59765.66,0,0,0,0,0,0,MUD,Open,0,NA,0,6,0.551587,1.01625,NA,NA,25,0,0,0,0,0,0,0,0,1,0,50,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 Aedes,1,control 
2021-08-02,Bm,511,8:24,VCURESEARCH,NA,60,43,34,32,29,33,32,6,8,56,5,18.75,2026.327,64842.47,1,10,1,10,0,0,MUD,Open,0,NA,0,5,0.354852,0.774138,NA,NA,39,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,control 
2021-07-13,Atd,533,10:42,VCURESEARCH,NA,81,73,11,12,13,17,13.25,35,5,25,24,22.25,4644.059,60372.77,0,0,0,0,0,0,SM_STONE,Closed,0,NA,0,5,0.526483,0.988205,NA,NA,46,0,0,0,0,0,0,0,10,1,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 Anopheles,1,duckweed
2021-08-02,JTA,533,9:49,VCURESEARCH,NA,86,69,22,18,11,14,16.25,2,37,25,29,23.25,4660.553,74568.84,0,0,0,0,0,0,SM_STONE,Partial,0,NA,0,6,0.314879,0.741419,NA,Lemna minor,28,0,0,0,0,0,0,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,duckweed
2021-07-13,Atd,559,10:27,VCURESEARCH,NA,110,57,23,26,13,14,19,11,10,20,5,11.5,4924.446,93564.48,0,0,1,10,1,10,SM_STONE,Closed,0,NA,0,12,0.658088,1.544698,NA,NA,75,6,4,1,17,0,0,0,1,15,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,"Limpets, 2 Anopheles, 1 Heptageniid mayfly",1,control 
2021-08-02,JTA,559,10:29,VCURESEARCH,NA,104,57,21,19,17,20,19.25,2,15,31,10,14.5,4655.84,88460.97,0,0,1,10,1,10,SM_STONE,Closed,0,NA,0,7,0.677734,1.458221,NA,NA,33,0,0,5,0,0,0,0,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,NA,1,control 
2021-07-13,MT,622,9:08,VCURESEARCH,NA,55,61,19,19,15,16,17.25,27,30,1.5,18,19.125,2635.011,44795.18,0,0,0,0,0,0,LG_STONE,Open,0,NA,1,4,0.446281,0.885574,NA,NA,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,duckweed
2021-08-02,Phoebe LaMountain,622,10:46,VCURESEARCH,NA,64,58,21,16,21,20,19.5,19,1,20,23,15.75,2915.398,55392.56,0,0,0,0,0,0,LG_STONE,Open,0,NA,2,9,0.648586,1.402278,NA,No duckweed but a lot of filamentous algae,41,5,3,1,0,0,0,0,20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lots of zooplankton,1,duckweed
2021-07-14,Atd,630,9:27,VCURESEARCH,NA,90,68,27,42,27,31,31.75,35,31,25,5,24,4806.637,149005.7,1,10,0,0,0,0,LG_STONE,Closed,0,NA,0,5,0.639793,1.168875,NA,NA,10,0,0,0,0,0,0,0,0,1,0,1,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1 Anopheles, phantom midges, 2 Culex, 9 Culex, 1 Culex, 1 Anopheles, phantom midge, Phantom midges galore, 1 Culex, phantoms, 1 Culex",1,control 
2021-08-02,Atd,630,11:18,VCURESEARCH,NA,98,64,50,30,28,43,37.75,30,20,18,5,18.25,4926.017,182262.6,1,10,0,0,0,0,LG_STONE,Closed,0,NA,0,5,0.254711,0.571041,NA,NA,61,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1 anopheles, 1 anopheles, 2 anopheles, 1 anopheles",1,control 
2021-07-13,JRV,652,11:20,VCURESEARCH,NA,57,25,38,8,29,26,25.25,0,48,44,43,33.75,1119.192,27979.81,0,0,1,20,0,0,ROCK,Open,0,NA,2,5,0.395556,0.841247,NA,Filamentous algae; tetraghnatid spider; connected to adjacnet pool,23,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,Phantom midge,1,duckweed
2021-08-03,Atd,652,9:41,VCURESEARCH,NA,60,34,37,34,37,36,36,50,40,40,0,32.5,1602.21225,57679.6411,0,0,0,0,0,0,LG_STONE,Open,0,NA,0,2,0.1077551,0.21903252,1,,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,", , , , , , , ,",1,duckweed
2021-07-13,Phoebe LaMountain,687,8:17,VCURESEARCH,NA,107,11,20,18,15,11,16,12,4,11,6,8.25,924.4136,14790.62,0,0,0,0,0,0,MUD,Open,0,NA,0,2,0.4712,0.664064,NA,NA,57,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,duckweed
2021-08-02,JRV,687,8:22,VCURESEARCH,NA,110,35,14,18,23,21,19,10,5,2,10,6.75,3023.783,57451.88,0,0,0,0,0,0,ROCK,Open,0,NA,0,5,0.143775,0.364244,NA,ONLY 3 DUCKWEED; 3/3 mosquitoes aedes,110,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,duckweed
